659,录
660,⼥
661,虑
662,寽
663,律
664,㗊
665,旅
666,吕
667,屡
668,率
669,临
670,⾥
671,蔺
672,零
673,令
674,灵
675,𠱠
676,另
677,夌
678,吝
679,林
680,⽼
681,量
682,两
683,良
684,亮
685,梁
686,㚅
687,𬜯
688,剌
689,巤
690,⿓
691,六
692,㐬
693,留
694,刘
695,翏
696,朗
697,郎
698,娄
699,屚
700,⼝
701,⼕
702,⽅
703,⾩
704,⿊
705,⽕
706,⾌
707,⼾
708,⽲
709,⿈
710,⽓
711,客
712,𣪊
713,克
714,科
715,企
716,岂
717,七
718,戚
719,奚
720,⼹
721,可
722,卡
723,㓞
724,卝
725,弃
726,妻
727,牵
728,咠
729,乞
730,⽋
731,看
732,开
733,前
734,遣
735,泉
736,千
737,佥
738,虔
739,乾
740,⿋
741,靠
742,丂
743,考
744,宽
745,屈
746,瞿
747,取
748,去
749,区
750,⽿
751,苦
752,库
753,夔
754,款
755,亲
756,琴
757,秦
758,禽
759,𠬶
760,⼐
761,肯
762,奎
763,亏
764,壳
765,曲
766,庆
767,顷
768,卿
769,全
770,⾭
771,狂
772,匡
773,昆
774,困
775,囷
776,夋
777,乔
778,却
779,雀
780,⿑
781,亢
782,康
783,睘
784,穷
785,妾
786,且
787,切
788,羌
789,强
790,⽝
791,空
792,夸
793,孔
794,寇
795,秋
796,求
797,酋
798,丘
799,群
800,⼼
801,⼎
802,⼔
803,⽐
804,⽩
805,⼓
806,⼘
807,⽧
808,⾙
809,⽳
810,⽨
811,䖒
812,羲
813,喜
814,息
815,系
816,卌
817,希
818,席
819,𡭴
820,⾑
821,券
822,细
823,险
824,线
825,旋
826,玄
827,宣
828,臽
829,鲜
830,⼣
831,先
832,显
833,咸
834,韯
835,献
836,宪
837,闲
838,贤
839,县
840,⾟
841,胥
842,许
843,虚
844,叙
845,宿
846,需
847,序
848,戌
849,须
850,⾎
851,雪
852,学
853,薛
854,畜
855,洗
856,卸
857,谢
858,写
859,卂
860,⾹
861,刑
862,幸
863,行
864,星
865,熏
866,兴
867,寻
868,旬
869,巽
870,⼩
871,校
872,孝
873,笑
874,肖
875,效
876,新
877,囟
878,欣
879,信
880,⼋
881,下
882,夏
883,向
884,乡
885,象
886,凶
887,夐
888,兄
889,吅
890,⼧
891,休
892,修
893,羞
894,秀
895,襄
896,项
897,享
898,巷
899,相
900,⾦
901,⼲
902,⾉
903,⾰
904,⽠
905,⾼
906,⾕
907,⼽
908,⼴
909,⼁
910,⼰
911,脊
912,季
913,基
914,疾
915,击
916,冀
917,丌
918,吉
919,及
920,⾒
921,解
922,皆
923,戒
924,节
925,介
926,疌
927,截
928,君
929,军
930,⼵
931,建
932,坚
933,肩
934,䙴
935,戋
936,尖
937,间
938,兼
939,柬
940,⼱
941,局
942,举
943,居
944,句
945,监
946,匊
947,具
948,巨
949,聚
950,⽄
951,近
952,进
953,堇
954,紧
955,𢀖
956,尽
957,今
958,禁
959,晋
960,⾤
961,景
962,京
963,敬
964,晶
965,井
966,竟
967,卷
968,厥
969,爵
970,⼌
971,冋
972,⾓
973,焦
974,教
975,敫
976,交
977,隽
978,矍
979,觉
980,⼏
981,加
982,戛
983,贾
984,夹
985,家
986,甲
987,江
988,夅
989,将
990,⾅
991,姜
992,畺
993,咎
994,久
995,丩
996,叚
997,就
998,旧
999,九
1000,mie
1001,pai
1002,pee
1003,po
1004,pou
1005,pau
1006,pea
1007,miu
1008,ma
1009,man
1010,fei
1011,yia
1012,yie
1013,yaa
1014,yoe
1015,you
1016,yao
1017,yii
1018,yio
1019,yue
1020,zoi
1021,zhi
1022,zhe
1023,zha
1024,zho
1025,zhu
1026,zin
1027,zea
1028,zon
1029,zhn
1030,coi
1031,chi
1032,che
1033,cha
1034,cho
1035,chu
1036,cin
1037,cea
1038,cau
1039,chn
1040,施
1041,shi
1042,she
1043,sha
1044,sho
1045,shu
1046,sin
1047,sea
1048,sau
1049,shn
1050,⼍
1051,mei
1052,mii
1053,mee
1054,men
1055,mi
1056,mai
1057,mou
1058,mao
1059,mu
1060,lei
1061,lii
1062,lee
1063,lie
1064,lea
1065,lin
1066,lan
1067,lau
1068,loa
1069,loo
1070,hao
1071,hun
1072,qa
1073,qe
1074,qio
1075,qu
1076,que
1077,qun
1078,qau
1079,qoo
1080,ai
1081,xx
1082,xa
1083,xe
1084,xio
1085,xu
1086,xue
1087,xun
1088,xau
1089,xoo
1090,gao
1091,gun
1092,ja
1093,jio
1094,渐
1095,ju
1096,jue
1097,jun
1098,jau
1099,joo
1100,⽛
1101,yi
1102,ye
1103,ya
1104,yo
1105,yu
1106,yan
1107,yin
1108,yoo
1109,yun
1110,⼷
1111,以
1112,义
1113,壹
1114,已
1115,亦
1116,易
1117,𠬤
1118,睪
1119,夷
1120,fen
1121,舆
1122,郁
1123,于
1124,禺
1125,余
1126,臾
1127,矞
1128,㣇
1129,豙
1130,fee
1131,俞
1132,於
1133,禹
1134,育
1135,与
1136,予
1137,允
1138,云
1139,匀
1140,fou
1141,肙
1142,夗
1143,元
1144,原
1145,员
1146,爰
1147,袁
1148,永
1149,庸
1150,fa
1151,曰
1152,刖
1153,粤
1154,越
1155,戉
1156,约
1157,用
1158,甬
1159,雍
1160,fan
1161,夫
1162,分
1163,府
1164,孚
1165,服
1166,弗
1167,巿
1168,富
1169,付
1170,faa
1171,反
1172,凡
1173,棥
1174,番
1175,甫
1176,尃
1177,负
1178,畐
1179,伏
1180,fu
1181,佛
1182,夆
1183,凤
1184,封
1185,丰
1186,奉
1187,奋
1188,粪
1189,冯
1190,fo
1191,乏
1192,发
1193,法
1194,房
1195,放
1196,费
1197,肥
1198,复
1199,否
1200,⿌
1201,zi
1202,ze
1203,za
1204,zuo
1205,zu
1206,zen
1207,zan
1208,zoo
1209,zun
1210,⿆
1211,昭
1212,暂
1213,纸
1214,乛
1215,责
1216,𰕎
1217,则
1218,追
1219,赵
1220,zai
1221,没
1222,每
1223,眉
1224,美
1225,冒
1226,最
1227,叕
1228,罪
1229,者
1230,zia
1231,怎
1232,著
1233,折
1234,着
1235,耴
1236,靡
1237,芈
1238,宓
1239,觅
1240,zao
1241,么
1242,蛮
1243,丏
1244,免
1245,曼
1246,枚
1247,埋
1248,买
1249,卖
1250,zau
1251,蒙
1252,梦
1253,孟
1254,𠔼
1255,末
1256,灭
1257,乜
1258,蔑
1259,吗
1260,zou
1261,㣎
1262,亩
1263,母
1264,苗
1265,敏
1266,闵
1267,民
1268,们
1269,
1270,ziu
1271,命
1272,名
1273,冥
1274,皃
1275,明
1276,墨
1277,龴
1278,勾
1279,牟
1280,zua
1281,Γ
1282,Ϡ
1283,Δ
1284,Ξ
1285,Ϟ
1286,Λ
1287,π
1288,Σ
1289,Ω
1290,zei
1291,弥
1292,卯
1293,茂
1294,某
1295,莫
1296,芒
1297,尨
1298,盲
1299,莽
1300,⾚
1301,ci
1302,ce
1303,ca
1304,cuo
1305,cu
1306,cen
1307,can
1308,cao
1309,cun
1310,⼬
1311,cii
1312,cee
1313,caa
1314,cae
1315,cuu
1316,coe
1317,coa
1318,cui
1319,cue
1320,cai
1321,体
1322,乇
1323,退
1324,替
1325,妥
1326,𫥞
1327,匹
1328,丕
1329,𣬉
1330,cia
1331,太
1332,泰
1333,天
1334,忝
1335,炭
1336,盆
1337,𠂢
1338,盘
1339,票
1340,cou
1341,台
1342,匋
1343,吞
1344,屯
1345,套
1346,屏
1347,甹
1348,平
1349,品
1350,ciu
1351,兔
1352,突
1353,秃
1354,徒
1355,凸
1356,婆
1357,叵
1358,普
1359,菐
1360,cua
1361,├
1362,┤
1363,┬
1364,┴
1365,条
1366,┌
1367,┐
1368,└
1369,┘
1370,coo
1371,她
1372,他
1373,
1374,特
1375,听
1376,彭
1377,朋
1378,频
1379,旁
1380,con
1381,头
1382,𦐇
1383,它
1384,彖
1385,团
1386,调
1387,⺀
1388,𠚤
1389,π
1390,dia
1391,同
1392,童
1393,通
1394,廷
1395,亭
1396,堂
1397,唐
1398,汤
1399,咅
1400,⾗
1401,si
1402,se
1403,sa
1404,suo
1405,su
1406,sen
1407,san
1408,sao
1409,sun
1410,⿏
1411,是
1412,士
1413,市
1414,实
1415,叟
1416,式
1417,世
1418,史
1419,室
1420,欶
1421,的
1422,翟
1423,底
1424,帝
1425,地
1426,氐
1427,叠
1428,弟
1429,啇
1430,soi
1431,点
1432,殿
1433,刁
1434,店
1435,对
1436,兑
1437,队
1438,𠂤
1439,多
1440,sai
1441,旦
1442,颠
1443,单
1444,亶
1445,电
1446,典
1447,覃
1448,丹
1449,奠
1450,sia
1451,带
1452,敦
1453,吊
1454,定
1455,待
1456,丁
1457,独
1458,度
1459,毒
1460,sou
1461,⒈
1462,⒉
1463,⒊
1464,⒋
1465,⒌
1466,⒍
1467,⒎
1468,⒏
1469,⒐
1470,siu
1471,盾
1472,道
1473,耑
1474,岛
1475,断
1476,呆
1477,代
1478,到
1479,段
1480,sua
1481,得
1482,德
1483,答
1484,爹
1485,眔
1486,沓
1487,达
1488,打
1489,登
1490,sue
1491,都
1492,兜
1493,丢
1494,东
1495,动
1496,冬
1497,当
1498,党
1499,等
1500,see
1501,⾲
1502,⾮
1503,⾶
1504,⽗
1505,⾻
1506,⿎
1507,⽢
1508,⼶
1509,⾓
1510,pen
1511,pei
1512,pin
1513,pu
1514,pao
1515,pan
1516,paa
1517,pa
1518,pi
1519,pii
1520,zeu
1521,zii
1522,zee
1523,zaa
1524,zae
1525,zuu
1526,zoe
1527,zoa
1528,zui
1529,zue
1530,ti
1531,tee
1532,tii
1533,te
1534,ta
1535,taa
1536,tai
1537,too
1538,tea
1539,o
1540,da
1541,die
1542,dii
1543,diu
1544,doa
1545,doo
1546,dou
1547,du
1548,dui
1549,dun
1550,soe
1551,⼙
1552,⿔
1553,⿁
1554,ϝ
1555,suu
1556,mo
1557,ƞ
1558,0
1559,〇
1560,nee
1561,ni
1562,ne
1563,nuo
1564,nei
1565,naa
1566,niu
1567,raa
1568,ran
1569,rao
1570,re
1571,ree
1572,ren
1573,ri
1574,roa
1575,roo
1576,rou
1577,ru
1578,rui
1579,run
1580,ruo
1581,kei
1582,kao
1583,kun
1584,kui
1585,kua
1586,kuo
1587,ku
1588,ke
1589,koo
1590,koi
1591,kuu
1592,kai
1593,ka
1594,kan
1595,kaa
1596,ken
1597,kee
1598,koa
1599,kou
1600,𠦝
1601,li
1602,le
1603,la
1604,luo
1605,laa
1606,lae
1607,lao
1608,lai
1609,liu
1610,⽽
1611,略
1612,𣎆
1613,列
1614,烈
1615,厽
1616,类
1617,雷
1618,累
1619,畾
1620,noo
1621,nea
1622,nin
1623,nan
1624,lv
1625,lun
1626,lue
1627,lu
1628,lou
1629,er
1630,noa
1631,匿
1632,屰
1633,尼
1634,你
1635,贰
1636,尔
1637,爾
1638,兒
1639,二
1640,nie
1641,南
1642,男
1643,难
1644,年
1645,然
1646,冉
1647,任
1648,壬
1649,仁
1650,nen
1651,辇
1652,念
1653,乃
1654,奈
1655,娘
1656,入
1657,嫩
1658,软
1659,耎
1660,nv
1661,奴
1662,圼
1663,聂
1664,㇏
1665,您
1666,如
1667,忍
1668,乳
1669,辱
1670,nue
1671,𡿺
1672,廿
1673,宁
1674,虐
1675,𰀄
1676,若
1677,刃
1678,睿
1679,弱
1680,nu
1681,弄
1682,尿
1683,那
1684,拿
1685,闰
1686,
1687,𫇦
1688,热
1689,冗
1690,nou
1691,农
1692,能
1693,囊
1694,内
1695,绒
1696,柔
1697,荣
1698,戎
1699,容
1700,⾵
1701,qi
1702,qie
1703,qia
1704,qea
1705,qii
1706,qoa
1707,qin
1708,qae
1709,qiu
1710,⽸
1711,㐄
1712,快
1713,奇
1714,起
1715,㇛
1716,耆
1717,桼
1718,启
1719,其
1720,hoi
1721,huu
1722,hai
1723,ha
1724,han
1725,hen
1726,hee
1727,hoa
1728,haa
1729,hou
1730,hui
1731,惠
1732,回
1733,毁
1734,彗
1735,灰
1736,会
1737,卉
1738,或
1739,霍
1740,hua
1741,欢
1742,环
1743,奂
1744,害
1745,亥
1746,海
1747,孩
1748,褱
1749,蒦
1750,huo
1751,隺
1752,很
1753,皇
1754,旱
1755,汉
1756,含
1757,罕
1758,𡨄
1759,函
1760,hu
1761,胡
1762,虎
1763,乎
1764,互
1765,忽
1766,壶
1767,还
1768,患
1769,幻
1770,he
1771,划
1772,花
1773,华
1774,化
1775,号
1776,毫
1777,好
1778,豪
1779,昏
1780,hoo
1781,画
1782,贺
1783,和
1784,合
1785,盍
1786,何
1787,曷
1788,侯
1789,候
1790,hei
1791,衡
1792,晃
1793,亨
1794,巟
1795,皇
1796,宏
1797,红
1798,厚
1799,后
1800,⿐
1801,xi
1802,xie
1803,xia
1804,xea
1805,xii
1806,xoa
1807,xin
1808,xae
1809,xiu
1810,⾽
1811,熙
1812,悉
1813,兮
1814,徙
1815,习
1816,翕
1817,昔
1818,犀
1819,舄
1820,bie
1821,bai
1822,baa
1823,bin
1824,bao
1825,bea
1826,ben
1827,bo
1828,bee
1829,bae
1830,bi
1831,畀
1832,啚
1833,辟
1834,毕
1835,笔
1836,必
1837,敝
1838,币
1839,百
1840,bei
1841,卑
1842,备
1843,北
1844,薄
1845,悲
1846,孛
1847,背
1848,边
1849,臱
1850,ban
1851,弁
1852,班
1853,卞
1854,般
1855,变
1856,办
1857,扁
1858,半
1859,便
1860,bu
1861,步
1862,布
1863,不
1864,部
1865,奔
1866,宾
1867,本
1868,贲
1869,畚
1870,bii
1871,拜
1872,禀
1873,并
1874,兵
1875,秉
1876,丙
1877,勃
1878,波
1879,帛
1880,ba
1881,巴
1882,把
1883,霸
1884,罢
1885,犮
1886,𡗜
1887,别
1888,邦
1889,麃
1890,bau
1891,甭
1892,捌
1893,报
1894,暴
1895,包
1896,宝
1897,保
1898,𠤏
1899,表
1900,⼸
1901,ji
1902,jie
1903,jia
1904,jea
1905,jii
1906,joa
1907,jin
1908,jae
1909,jiu
1910,⼯
1911,既
1912,旡
1913,集
1914,急
1915,豦
1916,龹
1917,祭
1918,即
1919,亟
1920,goi
1921,guu
1922,gai
1923,ga
1924,gan
1925,gaa
1926,gen
1927,gee
1928,goa
1929,gou
1930,gui
1931,果
1932,归
1933,贵
1934,规
1935,圭
1936,癸
1937,郭
1938,过
1939,国
1940,gua
1941,羔
1942,告
1943,皋
1944,关
1945,贯
1946,冠
1947,官
1948,寡
1949,呙
1950,guo
1951,赣
1952,敢
1953,感
1954,倝
1955,丐
1956,改
1957,盖
1958,管
1959,雚
1960,gu
1961,固
1962,雇
1963,古
1964,亘
1965,惯
1966,乖
1967,夬
1968,冈
1969,衮
1970,ge
1971,各
1972,哥
1973,葛
1974,个
1975,给
1976,羹
1977,更
1978,庚
1979,光
1980,goo
1981,龷
1982,共
1983,贡
1984,公
1985,巩
1986,恭
1987,宫
1988,厷
1989,冓
1990,gei
1991,恶
1992,咢
1993,厄
1994,噩
1995,恩
1996,鞥
1997,哦
1998,耦
1999,欧
2000,tuo
2001,tu
2002,tan
2003,tau
2004,tou
2005,tui
2006,tun
2007,tao
2008,toa
2009,tie
2010,duo
2011,dai
2012,dan
2013,daa
2014,dao
2015,dau
2016,de
2017,dea
2018,di
2019,dee
2020,na
2021,nau
2022,nao
2023,nai
2024,a
2025,ⓐ
2026,ⓑ
2027,ⓒ
2028,ⓓ
2029,ⓔ
2030,ⓕ
2031,ⓖ
2032,ⓗ
2033,ⓘ
2034,ⓙ
2035,ⓚ
2036,ⓛ
2037,ⓜ
2038,ⓝ
2039,ⓞ
2040,ⓟ
2041,ⓠ
2042,ⓡ
2043,ⓢ
2044,ⓣ
2045,ⓤ
2046,ⓥ
2047,ⓦ
2048,ⓧ
2049,ⓨ
2050,𒁲
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
